game_id,game_datetime,game_date,game_type,status,away_name,home_name,away_id,home_id,doubleheader,game_num,home_probable_pitcher,away_probable_pitcher,home_pitcher_note,away_pitcher_note,away_score,home_score,current_inning,inning_state,venue_id,venue_name,national_broadcasts,series_status,winning_team,losing_team,winning_pitcher,losing_pitcher,save_pitcher,summary,losing_Team
719100,2023-03-16T22:05:00Z,2023-03-16,S,Final,Philadelphia Phillies,Detroit Tigers,143,116,N,1,Spencer Turnbull,Zack Wheeler,,,10,1,9.0,Bottom,2511,Publix Field at Joker Marchant Stadium,[],PHI wins Spring,Philadelphia Phillies,Detroit Tigers,Zack Wheeler,Spencer Turnbull,,2023-03-16 - Philadelphia Phillies (10) @ Detroit Tigers (1) (Final),
719096,2023-03-16T22:35:00Z,2023-03-16,S,Final,Pittsburgh Pirates,New York Yankees,134,147,N,1,Clarke Schmidt,Johan Oviedo,,,9,6,9.0,Bottom,2523,George M. Steinbrenner Field,[],PIT wins Spring,Pittsburgh Pirates,New York Yankees,Tyler Samaniego,Demarcus Evans,Nick Dombkowski,2023-03-16 - Pittsburgh Pirates (9) @ New York Yankees (6) (Final),
719093,2023-03-17T01:05:00Z,2023-03-16,S,Final,Texas Rangers,Los Angeles Dodgers,140,119,N,1,Clayton Kershaw,Jon Gray,,,3,1,9.0,Bottom,3809,Camelback Ranch,[],TEX wins Spring,Texas Rangers,Los Angeles Dodgers,Jon Gray,Clayton Kershaw,Jose Leclerc,2023-03-16 - Texas Rangers (3) @ Los Angeles Dodgers (1) (Final),
719084,2023-03-17T17:05:00Z,2023-03-17,S,Final,Washington Nationals,Houston Astros,120,117,N,1,Hunter Brown,MacKenzie Gore,,,11,7,9.0,Bottom,5000,The Ballpark of the Palm Beaches,[],WSH wins Spring,Washington Nationals,Houston Astros,Jose A. Ferrer,Devin Conn,,2023-03-17 - Washington Nationals (11) @ Houston Astros (7) (Final),
719080,2023-03-17T17:05:00Z,2023-03-17,S,Final,Tampa Bay Rays,Pittsburgh Pirates,139,134,N,1,Osvaldo Bido,Luis Patino,,,2,6,9.0,Top,2526,LECOM Park,[],PIT wins Spring,Pittsburgh Pirates,Tampa Bay Rays,Osvaldo Bido,Luis Patino,Cody Bolton,2023-03-17 - Tampa Bay Rays (2) @ Pittsburgh Pirates (6) (Final),
719086,2023-03-17T17:05:00Z,2023-03-17,S,Final,Baltimore Orioles,Minnesota Twins,110,142,N,1,Tyler Mahle,Dean Kremer,,,5,3,9.0,Bottom,2862,Hammond Stadium,[],BAL wins Spring,Baltimore Orioles,Minnesota Twins,Dean Kremer,Tyler Mahle,Yennier Cano,2023-03-17 - Baltimore Orioles (5) @ Minnesota Twins (3) (Final),
719081,2023-03-17T17:05:00Z,2023-03-17,S,Final,Toronto Blue Jays,Philadelphia Phillies,141,143,N,1,Bailey Falter,Chris Bassitt,,,2,4,9.0,Top,2700,BayCare Ballpark,[],PHI wins 2-0,Philadelphia Phillies,Toronto Blue Jays,Connor Brogdon,Erik Swanson,Ben Bowden,2023-03-17 - Toronto Blue Jays (2) @ Philadelphia Phillies (4) (Final),
719087,2023-03-17T17:05:00Z,2023-03-17,S,Final,Atlanta Braves,Boston Red Sox,144,111,N,1,Tanner Houck,Jared Shuster,,,8,0,9.0,Bottom,4309,JetBlue Park,[],ATL wins Spring,Atlanta Braves,Boston Red Sox,Jared Shuster,Tanner Houck,,2023-03-17 - Atlanta Braves (8) @ Boston Red Sox (0) (Final),
719085,2023-03-17T17:05:00Z,2023-03-17,S,Final,New York Yankees,Detroit Tigers,147,116,N,1,Matt Manning,Domingo German,,,7,8,9.0,Top,2511,Publix Field at Joker Marchant Stadium,[],DET wins Spring,Detroit Tigers,New York Yankees,Matt Manning,Domingo German,Alex Faedo,2023-03-17 - New York Yankees (7) @ Detroit Tigers (8) (Final),
719079,2023-03-17T17:07:00Z,2023-03-17,S,Final,Philadelphia Phillies,Toronto Blue Jays,143,141,N,1,Yusei Kikuchi,Matt Strahm,,,8,1,9.0,Bottom,2536,TD Ballpark,[],PHI leads 1-0,Philadelphia Phillies,Toronto Blue Jays,Matt Strahm,Yusei Kikuchi,,2023-03-17 - Philadelphia Phillies (8) @ Toronto Blue Jays (1) (Final),
719083,2023-03-17T17:10:00Z,2023-03-17,S,Final,St. Louis Cardinals,Miami Marlins,138,146,N,1,Trevor Rogers,Steven Matz,,,16,2,9.0,Bottom,2520,Roger Dean Chevrolet Stadium,[],STL wins Spring,St. Louis Cardinals,Miami Marlins,Steven Matz,Trevor Rogers,,2023-03-17 - St. Louis Cardinals (16) @ Miami Marlins (2) (Final),
719077,2023-03-17T20:05:00Z,2023-03-17,S,Final,Los Angeles Dodgers,Chicago Cubs,119,112,N,1,Hayden Wesneski,Ryan Pepiot,,,9,7,9.0,Bottom,4629,Sloan Park,[],LAD wins Spring,Los Angeles Dodgers,Chicago Cubs,Ryan Pepiot,Hayden Wesneski,Tyler Cyr,2023-03-17 - Los Angeles Dodgers (9) @ Chicago Cubs (7) (Final),
719076,2023-03-17T20:05:00Z,2023-03-17,S,Final,San Francisco Giants,Oakland Athletics,137,133,N,1,James Kaprielian,Ross Stripling,,,2,7,9.0,Top,2507,Hohokam Stadium,[],OAK wins Spring,Oakland Athletics,San Francisco Giants,James Kaprielian,Ross Stripling,,2023-03-17 - San Francisco Giants (2) @ Oakland Athletics (7) (Final),
719074,2023-03-17T20:05:00Z,2023-03-17,S,Final: Tied,Chicago Cubs,Chicago White Sox,112,145,N,1,Mike Clevinger,Nick Neidert,,,4,4,9.0,Bottom,3809,Camelback Ranch,[],,,,,,,2023-03-17 - Chicago Cubs @ Chicago White Sox (Final: Tied),
719071,2023-03-17T20:05:00Z,2023-03-17,S,Final,Milwaukee Brewers,Texas Rangers,158,140,N,1,Nathan Eovaldi,Janson Junk,,,4,3,9.0,Bottom,2603,Surprise Stadium,[],MIL wins Spring,Milwaukee Brewers,Texas Rangers,Gus Varland,Cole Ragans,Tyson Miller,2023-03-17 - Milwaukee Brewers (4) @ Texas Rangers (3) (Final),
719078,2023-03-17T20:10:00Z,2023-03-17,S,Final,Arizona Diamondbacks,Colorado Rockies,109,115,N,1,Jose Urena,Ryne Nelson,,,4,2,9.0,Bottom,4249,Salt River Fields at Talking Stick,[],AZ wins Spring,Arizona Diamondbacks,Colorado Rockies,Ryne Nelson,Jose Urena,Tyler Ferguson,2023-03-17 - Arizona Diamondbacks (4) @ Colorado Rockies (2) (Final),
719073,2023-03-17T20:10:00Z,2023-03-17,S,Final,Kansas City Royals,Los Angeles Angels,118,108,N,1,Jose Suarez,Jonathan Heasley,,,1,12,9.0,Top,2500,Tempe Diablo Stadium,[],LAA wins Spring,Los Angeles Angels,Kansas City Royals,Jose Suarez,Jonathan Heasley,,2023-03-17 - Kansas City Royals (1) @ Los Angeles Angels (12) (Final),
719082,2023-03-17T22:10:00Z,2023-03-17,S,Final,Miami Marlins,New York Mets,146,121,N,1,Carlos Carrasco,Eury Perez,,,1,6,9.0,Top,2856,Clover Park,[],,New York Mets,Miami Marlins,Carlos Carrasco,Eury Perez,,2023-03-17 - Miami Marlins (1) @ New York Mets (6) (Final),
719075,2023-03-18T01:05:00Z,2023-03-17,S,Final,Cleveland Guardians,Cincinnati Reds,114,113,N,1,Graham Ashcraft,Aaron Civale,,,1,7,9.0,Top,3834,Goodyear Ballpark,[],CIN wins Spring,Cincinnati Reds,Cleveland Guardians,Graham Ashcraft,Aaron Civale,,2023-03-17 - Cleveland Guardians (1) @ Cincinnati Reds (7) (Final),
719070,2023-03-18T01:40:00Z,2023-03-17,S,Final,Seattle Mariners,San Diego Padres,136,135,N,1,Blake Snell,Chris Flexen,,,10,5,9.0,Bottom,2530,Peoria Stadium,[],SEA wins Spring,Seattle Mariners,San Diego Padres,Chris Flexen,Blake Snell,,2023-03-17 - Seattle Mariners (10) @ San Diego Padres (5) (Final),
719072,2023-03-18T17:05:00Z,2023-03-18,S,Final,Baltimore Orioles,Boston Red Sox,110,111,N,1,Kutter Crawford,Grayson Rodriguez,,,6,9,9.0,Top,4309,JetBlue Park,[],BOS wins Spring,Boston Red Sox,Baltimore Orioles,Kutter Crawford,Grayson Rodriguez,,2023-03-18 - Baltimore Orioles (6) @ Boston Red Sox (9) (Final),
719063,2023-03-18T17:05:00Z,2023-03-18,S,Final,Detroit Tigers,St. Louis Cardinals,116,138,N,1,Matthew Liberatore,Matthew Boyd,,,4,8,9.0,Top,2520,Roger Dean Chevrolet Stadium,[],STL wins Spring,St. Louis Cardinals,Detroit Tigers,Matthew Liberatore,Matthew Boyd,,2023-03-18 - Detroit Tigers (4) @ St. Louis Cardinals (8) (Final),
719065,2023-03-18T17:05:00Z,2023-03-18,S,Final,Boston Red Sox,Tampa Bay Rays,111,139,N,1,Shane McClanahan,Josh Winckowski,,,1,3,9.0,Top,12,Tropicana Field,[],TB wins Spring,Tampa Bay Rays,Boston Red Sox,Shane McClanahan,Josh Winckowski,Kevin Kelly,2023-03-18 - Boston Red Sox (1) @ Tampa Bay Rays (3) (Final),
719064,2023-03-18T17:05:00Z,2023-03-18,S,Final,Minnesota Twins,Pittsburgh Pirates,142,134,N,1,Mitch Keller,Aaron Sanchez,,,4,7,9.0,Top,2526,LECOM Park,[],PIT wins Spring,Pittsburgh Pirates,Minnesota Twins,Mitch Keller,Aaron Sanchez,Colin Holderman,2023-03-18 - Minnesota Twins (4) @ Pittsburgh Pirates (7) (Final),
719067,2023-03-18T17:05:00Z,2023-03-18,S,Final,Miami Marlins,Washington Nationals,146,120,N,1,Trevor Williams,Sandy Alcantara,,,7,0,9.0,Bottom,5000,The Ballpark of the Palm Beaches,[],MIA wins Spring,Miami Marlins,Washington Nationals,Sandy Alcantara,Trevor Williams,,2023-03-18 - Miami Marlins (7) @ Washington Nationals (0) (Final),
719066,2023-03-18T17:07:00Z,2023-03-18,S,Final,New York Yankees,Toronto Blue Jays,147,141,N,1,Bowden Francis,Nestor Cortes,,,2,5,9.0,Top,2536,TD Ballpark,[],TOR wins Spring,Toronto Blue Jays,New York Yankees,Bowden Francis,Nestor Cortes,Matt Peacock,2023-03-18 - New York Yankees (2) @ Toronto Blue Jays (5) (Final),
719059,2023-03-18T20:05:00Z,2023-03-18,S,Final,Colorado Rockies,Kansas City Royals,115,118,N,1,Daniel Lynch,Noah Davis,,,6,3,9.0,Bottom,2603,Surprise Stadium,[],Series tied 1-1,Colorado Rockies,Kansas City Royals,Noah Davis,Daniel Lynch,Matt Koch,2023-03-18 - Colorado Rockies (6) @ Kansas City Royals (3) (Final),
719058,2023-03-18T20:05:00Z,2023-03-18,S,Final,Cincinnati Reds,Oakland Athletics,113,133,N,1,Kyle Muller,Brandon Williamson,,,7,1,9.0,Bottom,2507,Hohokam Stadium,[],CIN wins Spring,Cincinnati Reds,Oakland Athletics,Brandon Williamson,Kyle Muller,,2023-03-18 - Cincinnati Reds (7) @ Oakland Athletics (1) (Final),
719053,2023-03-18T20:05:00Z,2023-03-18,S,Final,Chicago Cubs,San Francisco Giants,112,137,N,1,Anthony DeSclafani,Adrian Sampson,,,1,5,9.0,Top,2532,Scottsdale Stadium,[],SF wins Spring,San Francisco Giants,Chicago Cubs,Anthony DeSclafani,Adrian Sampson,,2023-03-18 - Chicago Cubs (1) @ San Francisco Giants (5) (Final),
719060,2023-03-18T20:05:00Z,2023-03-18,S,Final,Los Angeles Dodgers,Chicago White Sox,119,145,N,1,Michael Kopech,Michael Grove,,,6,4,9.0,Bottom,3809,Camelback Ranch,[],LAD wins Spring,Los Angeles Dodgers,Chicago White Sox,Yency Almonte,A.J. Alexy,Victor Gonzalez,2023-03-18 - Los Angeles Dodgers (6) @ Chicago White Sox (4) (Final),
719057,2023-03-18T20:10:00Z,2023-03-18,S,Final,Cleveland Guardians,Arizona Diamondbacks,114,109,N,1,Zac Gallen,Cal Quantrill,,,4,6,9.0,Top,4249,Salt River Fields at Talking Stick,[],AZ wins Spring,Arizona Diamondbacks,Cleveland Guardians,Jeurys Familia,Caleb Baragar,Miguel Castro,2023-03-18 - Cleveland Guardians (4) @ Arizona Diamondbacks (6) (Final),
733583,2023-03-18T20:10:00Z,2023-03-18,S,Final,Kansas City Royals,Colorado Rockies,118,115,N,1,Ryan Feltner,Jackson Kowar,,,8,5,9.0,Bottom,5355,Las Vegas Ballpark,[],KC leads 1-0,Kansas City Royals,Colorado Rockies,Jackson Kowar,Ryan Feltner,Jacob Wallace,2023-03-18 - Kansas City Royals (8) @ Colorado Rockies (5) (Final),
719061,2023-03-18T20:10:00Z,2023-03-18,S,Final,Texas Rangers,Los Angeles Angels,140,108,N,1,Griffin Canning,Glenn Otto,,,6,2,9.0,Bottom,2500,Tempe Diablo Stadium,[],TEX wins Spring,Texas Rangers,Los Angeles Angels,Joe Barlow,Ryan Tepera,Jose Leclerc,2023-03-18 - Texas Rangers (6) @ Los Angeles Angels (2) (Final),
719052,2023-03-18T20:10:00Z,2023-03-18,S,Final,Milwaukee Brewers,San Diego Padres,158,135,N,1,Brent Honeywell,Bryse Wilson,,,6,11,9.0,Top,2530,Peoria Stadium,[],SD wins Spring,San Diego Padres,Milwaukee Brewers,Moises Lugo,Jake Cousins,,2023-03-18 - Milwaukee Brewers (6) @ San Diego Padres (11) (Final),
719068,2023-03-18T22:05:00Z,2023-03-18,S,Final,Philadelphia Phillies,Atlanta Braves,143,144,N,1,Dylan Dodd,Mick Abel,,,1,5,9.0,Top,5380,CoolToday Park,[],ATL wins Spring,Atlanta Braves,Philadelphia Phillies,Dylan Dodd,Andrew Vasquez,,2023-03-18 - Philadelphia Phillies (1) @ Atlanta Braves (5) (Final),
719069,2023-03-18T23:05:00Z,2023-03-18,S,Final,New York Mets,Houston Astros,121,117,N,1,Framber Valdez,Max Scherzer,,,2,0,9.0,Bottom,5000,The Ballpark of the Palm Beaches,[],NYM wins Spring,New York Mets,Houston Astros,Max Scherzer,Framber Valdez,Tommy Hunter,2023-03-18 - New York Mets (2) @ Houston Astros (0) (Final),
719062,2023-03-19T01:05:00Z,2023-03-18,S,Final,Seattle Mariners,Cleveland Guardians,136,114,N,1,Zach Plesac,Luis Castillo,,,4,5,9.0,Top,3834,Goodyear Ballpark,[],CLE wins Spring,Cleveland Guardians,Seattle Mariners,Zach Plesac,Luis Castillo,,2023-03-18 - Seattle Mariners (4) @ Cleveland Guardians (5) (Final),
719049,2023-03-19T17:05:00Z,2023-03-19,S,Final,Detroit Tigers,Washington Nationals,116,120,N,1,Chad Kuhl,Eduardo Rodriguez,,,1,2,9.0,Bottom,5000,The Ballpark of the Palm Beaches,[],WSH wins Spring,Washington Nationals,Detroit Tigers,Andres Machado,Aneurys Zabala,,2023-03-19 - Detroit Tigers (1) @ Washington Nationals (2) (Final),
719054,2023-03-19T17:05:00Z,2023-03-19,S,Final,Pittsburgh Pirates,Baltimore Orioles,134,110,N,1,Kyle Gibson,Vince Velasquez,,,0,8,9.0,Top,2508,Ed Smith Stadium,[],BAL wins Spring,Baltimore Orioles,Pittsburgh Pirates,Kyle Gibson,Vince Velasquez,,2023-03-19 - Pittsburgh Pirates (0) @ Baltimore Orioles (8) (Final),
719048,2023-03-19T17:05:00Z,2023-03-19,S,Final,Toronto Blue Jays,Tampa Bay Rays,141,139,N,1,Drew Rasmussen,Alek Manoah,,,0,1,9.0,Top,12,Tropicana Field,[],TB wins Spring,Tampa Bay Rays,Toronto Blue Jays,Drew Rasmussen,Alek Manoah,Ryan Thompson,2023-03-19 - Toronto Blue Jays (0) @ Tampa Bay Rays (1) (Final),
719047,2023-03-19T17:05:00Z,2023-03-19,S,Final,Boston Red Sox,Philadelphia Phillies,111,143,N,1,Luis F. Ortiz,Nick Pivetta,,,9,5,9.0,Bottom,2700,BayCare Ballpark,[],BOS wins Spring,Boston Red Sox,Philadelphia Phillies,Luis Guerrero,Jakob Hernandez,,2023-03-19 - Boston Red Sox (9) @ Philadelphia Phillies (5) (Final),
719055,2023-03-19T17:05:00Z,2023-03-19,S,Final,Atlanta Braves,Minnesota Twins,144,142,N,1,Kenta Maeda,Max Fried,,,5,0,9.0,Bottom,2862,Hammond Stadium,[],ATL wins Spring,Atlanta Braves,Minnesota Twins,Max Fried,Kenta Maeda,,2023-03-19 - Atlanta Braves (5) @ Minnesota Twins (0) (Final),
719050,2023-03-19T17:05:00Z,2023-03-19,S,Final,Baltimore Orioles,New York Yankees,110,147,N,1,Gerrit Cole,Tyler Wells,,,5,3,9.0,Bottom,2523,George M. Steinbrenner Field,[],BAL wins Spring,Baltimore Orioles,New York Yankees,Yennier Cano,Gerrit Cole,Reed Garrett,2023-03-19 - Baltimore Orioles (5) @ New York Yankees (3) (Final),
719051,2023-03-19T17:10:00Z,2023-03-19,S,Final,St. Louis Cardinals,New York Mets,138,121,N,1,David Peterson,Dakota Hudson,,,8,7,9.0,Bottom,2856,Clover Park,[],,St. Louis Cardinals,New York Mets,Chris Stratton,Tylor Megill,Dalton Roach,2023-03-19 - St. Louis Cardinals (8) @ New York Mets (7) (Final),
719056,2023-03-19T17:10:00Z,2023-03-19,S,Final,Houston Astros,Miami Marlins,117,146,N,1,Edward Cabrera,Cristian Javier,,,4,5,9.0,Bottom,2520,Roger Dean Chevrolet Stadium,[],MIA wins Spring,Miami Marlins,Houston Astros,Cristian Charle,Brandon Bielak,,2023-03-19 - Houston Astros (4) @ Miami Marlins (5) (Final),
719044,2023-03-19T20:05:00Z,2023-03-19,S,Final,Colorado Rockies,Cleveland Guardians,115,114,N,1,Shane Bieber,Karl Kauffmann,,,1,3,9.0,Top,3834,Goodyear Ballpark,[],CLE wins Spring,Cleveland Guardians,Colorado Rockies,Shane Bieber,Justin Lawrence,Enyel De Los Santos,2023-03-19 - Colorado Rockies (1) @ Cleveland Guardians (3) (Final),
719046,2023-03-19T20:05:00Z,2023-03-19,S,Final,Oakland Athletics,Los Angeles Dodgers,133,119,N,1,Dustin May,Shintaro Fujinami,,,6,3,9.0,Bottom,3809,Camelback Ranch,[],OAK wins Spring,Oakland Athletics,Los Angeles Dodgers,Shintaro Fujinami,Dustin May,,2023-03-19 - Oakland Athletics (6) @ Los Angeles Dodgers (3) (Final),
719043,2023-03-19T20:05:00Z,2023-03-19,S,Final,San Diego Padres,Chicago Cubs,135,112,N,1,Justin Steele,Julio Teheran,,,2,5,9.0,Bottom,4629,Sloan Park,[],CHC wins Spring,Chicago Cubs,San Diego Padres,Eric Stout,Aaron Brooks,,2023-03-19 - San Diego Padres (2) @ Chicago Cubs (5) (Final),
719040,2023-03-19T20:05:00Z,2023-03-19,S,Final,Los Angeles Angels,San Francisco Giants,108,137,N,1,Logan Webb,Tucker Davidson,,,6,9,9.0,Top,2532,Scottsdale Stadium,[],SF wins Spring,San Francisco Giants,Los Angeles Angels,Tyler Rogers,Kenny Rosenberg,Kade McClure,2023-03-19 - Los Angeles Angels (6) @ San Francisco Giants (9) (Final),
719042,2023-03-19T20:05:00Z,2023-03-19,S,Final,Seattle Mariners,Texas Rangers,136,140,N,1,Jacob deGrom,Bryce Miller,,,1,2,9.0,Top,2603,Surprise Stadium,[],TEX wins Spring,Texas Rangers,Seattle Mariners,Jacob deGrom,Bryce Miller,Zack Littell,2023-03-19 - Seattle Mariners (1) @ Texas Rangers (2) (Final),
719045,2023-03-19T20:10:00Z,2023-03-19,S,Final,Kansas City Royals,Arizona Diamondbacks,118,109,N,1,Tommy Henry,Zack Greinke,,,2,13,9.0,Top,4249,Salt River Fields at Talking Stick,[],AZ wins Spring,Arizona Diamondbacks,Kansas City Royals,Tommy Henry,Zack Greinke,,2023-03-19 - Kansas City Royals (2) @ Arizona Diamondbacks (13) (Final),
733582,2023-03-19T20:10:00Z,2023-03-19,S,Completed Early: Rain,Colorado Rockies,Kansas City Royals,115,118,N,1,Brad Keller,German Marquez,,,7,0,6.0,Top,5355,Las Vegas Ballpark,[],COL wins 2-1,,,,,,2023-03-19 - Colorado Rockies @ Kansas City Royals (Completed Early: Rain),
719039,2023-03-19T20:10:00Z,2023-03-19,S,Final,Chicago White Sox,Seattle Mariners,145,136,N,1,Robbie Ray,Dylan Cease,,,6,2,9.0,Bottom,2530,Peoria Stadium,[],CWS wins Spring,Chicago White Sox,Seattle Mariners,Dylan Cease,J.B. Bukauskas,,2023-03-19 - Chicago White Sox (6) @ Seattle Mariners (2) (Final),
719041,2023-03-19T20:10:00Z,2023-03-19,S,Final,Cincinnati Reds,Milwaukee Brewers,113,158,N,1,Corbin Burnes,Luis Cessa,,,3,4,9.0,Bottom,2518,American Family Fields of Phoenix,[],MIL wins Spring,Milwaukee Brewers,Cincinnati Reds,Wade Miley,Jared Solomon,,2023-03-19 - Cincinnati Reds (3) @ Milwaukee Brewers (4) (Final),
719033,2023-03-20T17:05:00Z,2023-03-20,S,Final,Pittsburgh Pirates,Boston Red Sox,134,111,N,1,Garrett Whitlock,Luis L. Ortiz,,,7,5,9.0,Bottom,4309,JetBlue Park,[],PIT wins Spring,Pittsburgh Pirates,Boston Red Sox,Luis L. Ortiz,Kenley Jansen,,2023-03-20 - Pittsburgh Pirates (7) @ Boston Red Sox (5) (Final),
719037,2023-03-20T17:05:00Z,2023-03-20,S,Final,Toronto Blue Jays,Detroit Tigers,141,116,N,1,Trey Wingenter,Kevin Gausman,,,5,0,9.0,Bottom,2511,Publix Field at Joker Marchant Stadium,[],TOR wins Spring,Toronto Blue Jays,Detroit Tigers,Adam Cimber,Garrett Hill,,2023-03-20 - Toronto Blue Jays (5) @ Detroit Tigers (0) (Final),
719036,2023-03-20T17:05:00Z,2023-03-20,S,Final,Baltimore Orioles,Philadelphia Phillies,110,143,N,1,Jeremy Walker,Kyle Bradish,,,6,14,9.0,Top,2700,BayCare Ballpark,[],PHI wins Spring,Philadelphia Phillies,Baltimore Orioles,Erich Uelmen,Kyle Bradish,,2023-03-20 - Baltimore Orioles (6) @ Philadelphia Phillies (14) (Final),
719034,2023-03-20T17:05:00Z,2023-03-20,S,Final,Tampa Bay Rays,Atlanta Braves,139,144,N,1,Kyle Wright,Zach Eflin,,,5,6,9.0,Top,5380,CoolToday Park,[],ATL wins Spring,Atlanta Braves,Tampa Bay Rays,Joe Jimenez,Kyle Crick,A.J. Minter,2023-03-20 - Tampa Bay Rays (5) @ Atlanta Braves (6) (Final),
719038,2023-03-20T17:05:00Z,2023-03-20,S,Final,Miami Marlins,St. Louis Cardinals,146,138,N,1,Jake Woodford,Daniel Castano,,,0,5,9.0,Top,2520,Roger Dean Chevrolet Stadium,[],STL wins Spring,St. Louis Cardinals,Miami Marlins,Drew VerHagen,Steven Okert,,2023-03-20 - Miami Marlins (0) @ St. Louis Cardinals (5) (Final),
719029,2023-03-20T20:05:00Z,2023-03-20,S,Final,Los Angeles Angels,Cincinnati Reds,108,113,N,1,Nick Lodolo,Chase Silseth,,,0,10,9.0,Top,3834,Goodyear Ballpark,[],CIN wins Spring,Cincinnati Reds,Los Angeles Angels,Nick Lodolo,Chase Silseth,,2023-03-20 - Los Angeles Angels (0) @ Cincinnati Reds (10) (Final),
719032,2023-03-20T20:05:00Z,2023-03-20,S,Final: Tied,Cleveland Guardians,Texas Rangers,114,140,N,1,Dane Dunning,Hunter Gaddis,,,5,5,9.0,Bottom,2603,Surprise Stadium,[],,,,,,,2023-03-20 - Cleveland Guardians @ Texas Rangers (Final: Tied),
719030,2023-03-20T20:05:00Z,2023-03-20,S,Final,Arizona Diamondbacks,Chicago White Sox,109,145,N,1,Frank German,Bryce Jarvis,,,7,3,9.0,Bottom,3809,Camelback Ranch,[],AZ wins Spring,Arizona Diamondbacks,Chicago White Sox,Bryce Jarvis,Frank German,,2023-03-20 - Arizona Diamondbacks (7) @ Chicago White Sox (3) (Final),
719028,2023-03-20T20:10:00Z,2023-03-20,S,Final,Milwaukee Brewers,Seattle Mariners,158,136,N,1,Logan Gilbert,Brandon Woodruff,,,2,7,9.0,Top,2530,Peoria Stadium,[],SEA wins Spring,Seattle Mariners,Milwaukee Brewers,Logan Gilbert,Brandon Woodruff,,2023-03-20 - Milwaukee Brewers (2) @ Seattle Mariners (7) (Final),
719035,2023-03-20T22:05:00Z,2023-03-20,S,Final,New York Mets,Washington Nationals,121,120,N,1,Patrick Corbin,Justin Verlander,,,2,3,9.0,Top,5000,The Ballpark of the Palm Beaches,[],WSH wins Spring,Washington Nationals,New York Mets,Patrick Corbin,Justin Verlander,Mason Thompson,2023-03-20 - New York Mets (2) @ Washington Nationals (3) (Final),
719031,2023-03-21T01:40:00Z,2023-03-20,S,Final,Los Angeles Dodgers,Colorado Rockies,119,115,N,1,Gabriel Hughes,Tayler Scott,,,1,5,9.0,Top,4249,Salt River Fields at Talking Stick,[],COL wins Spring,Colorado Rockies,Los Angeles Dodgers,Gabriel Hughes,Caleb Ferguson,,2023-03-20 - Los Angeles Dodgers (1) @ Colorado Rockies (5) (Final),
719023,2023-03-21T17:05:00Z,2023-03-21,S,Final,Boston Red Sox,Baltimore Orioles,111,110,N,1,Cole Irvin,Chris Sale,,,2,6,9.0,Top,2508,Ed Smith Stadium,[],BAL wins Spring,Baltimore Orioles,Boston Red Sox,Cole Irvin,Chris Sale,,2023-03-21 - Boston Red Sox (2) @ Baltimore Orioles (6) (Final),
719024,2023-03-21T17:05:00Z,2023-03-21,S,Final: Tied,Washington Nationals,St. Louis Cardinals,120,138,N,1,Jack Flaherty,Josiah Gray,,,4,4,9.0,Bottom,2520,Roger Dean Chevrolet Stadium,[],,,,,,,2023-03-21 - Washington Nationals @ St. Louis Cardinals (Final: Tied),
719025,2023-03-21T17:05:00Z,2023-03-21,S,Final,Philadelphia Phillies,Pittsburgh Pirates,143,134,N,1,JT Brubaker,Matt Strahm,,,3,4,9.0,Bottom,2526,LECOM Park,[],PIT wins Spring,Pittsburgh Pirates,Philadelphia Phillies,Yerry De Los Santos,Noah Skirrow,,2023-03-21 - Philadelphia Phillies (3) @ Pittsburgh Pirates (4) (Final),
719026,2023-03-21T17:05:00Z,2023-03-21,S,Final,Miami Marlins,Houston Astros,146,117,N,1,Ronel Blanco,Jesus Luzardo,,,1,2,9.0,Top,5000,The Ballpark of the Palm Beaches,[],HOU wins Spring,Houston Astros,Miami Marlins,Ronel Blanco,Jesus Luzardo,Bryan Garcia,2023-03-21 - Miami Marlins (1) @ Houston Astros (2) (Final),
719022,2023-03-21T17:05:00Z,2023-03-21,S,Final,Detroit Tigers,New York Yankees,116,147,N,1,Luis Severino,Spencer Turnbull,,,3,6,9.0,Top,2523,George M. Steinbrenner Field,[],NYY wins Spring,New York Yankees,Detroit Tigers,Jonathan Loaisiga,Will Vest,,2023-03-21 - Detroit Tigers (3) @ New York Yankees (6) (Final),
719016,2023-03-21T20:05:00Z,2023-03-21,S,Final,Los Angeles Dodgers,Cleveland Guardians,119,114,N,1,Triston McKenzie,Clayton Kershaw,,,4,2,9.0,Bottom,3834,Goodyear Ballpark,[],LAD wins Spring,Los Angeles Dodgers,Cleveland Guardians,Clayton Kershaw,Triston McKenzie,Wander Suero,2023-03-21 - Los Angeles Dodgers (4) @ Cleveland Guardians (2) (Final),
719021,2023-03-21T20:05:00Z,2023-03-21,S,Final,San Francisco Giants,Los Angeles Dodgers,137,119,N,1,Noah Syndergaard,Alex Wood,,,12,1,9.0,Bottom,3809,Camelback Ranch,[],SF wins Spring,San Francisco Giants,Los Angeles Dodgers,Alex Wood,Noah Syndergaard,,2023-03-21 - San Francisco Giants (12) @ Los Angeles Dodgers (1) (Final),
